Date,Close
2021-01-13,854.4099731445312
2021-01-14,845.0
2021-01-15,826.1599731445312
2021-01-19,844.5499877929688
2021-01-20,850.4500122070312
2021-01-21,844.989990234375
2021-01-22,846.6400146484375
2021-01-25,880.7999877929688
2021-01-26,883.0900268554688
2021-01-27,864.1599731445312
2021-01-28,835.4299926757812
2021-01-29,793.530029296875
2021-02-01,839.8099975585938
2021-02-02,872.7899780273438
2021-02-03,854.6900024414062
2021-02-04,849.989990234375
2021-02-05,852.22998046875
2021-02-08,863.4199829101562
2021-02-09,849.4600219726562
2021-02-10,804.8200073242188
2021-02-11,811.6599731445312
2021-02-12,816.1199951171875
2021-02-16,796.219970703125
2021-02-17,798.1500244140625
2021-02-18,787.3800048828125
2021-02-19,781.2999877929688
2021-02-22,714.5
2021-02-23,698.8400268554688
2021-02-24,742.02001953125
2021-02-25,682.219970703125
2021-02-26,675.5
2021-03-01,718.4299926757812
2021-03-02,686.4400024414062
2021-03-03,653.2000122070312
2021-03-04,621.4400024414062
2021-03-05,597.9500122070312
2021-03-08,563.0
2021-03-09,673.5800170898438
2021-03-10,668.0599975585938
2021-03-11,699.5999755859375
2021-03-12,693.72998046875
2021-03-15,707.9400024414062
2021-03-16,676.8800048828125
2021-03-17,701.8099975585938
2021-03-18,653.1599731445312
2021-03-19,654.8699951171875
2021-03-22,670.0
2021-03-23,662.1599731445312
2021-03-24,630.27001953125
2021-03-25,640.3900146484375
2021-03-26,618.7100219726562
2021-03-29,611.2899780273438
2021-03-30,635.6199951171875
2021-03-31,667.9299926757812
2021-04-01,661.75
2021-04-05,691.0499877929688
2021-04-06,691.6199951171875
2021-04-07,670.969970703125
2021-04-08,683.7999877929688
2021-04-09,677.02001953125
2021-04-12,701.97998046875
